label_id	distances	side	side2	absolute
25187	-8.27759551813672	FALSE	TRUE	8.27759551813672
25188	-1.3124786323306	FALSE	TRUE	1.3124786323306
25189	39.1931707418891	TRUE	FALSE	39.1931707418891
25190	11.4399595864653	TRUE	FALSE	11.4399595864653
25191	4.52671616024423	TRUE	FALSE	4.52671616024423
25192	-1.36074903762234	FALSE	TRUE	1.36074903762234
25193	-1.46729453514586	FALSE	TRUE	1.46729453514586
25194	-8.45980105493118	FALSE	TRUE	8.45980105493118
25195	55.7688287889338	TRUE	FALSE	55.7688287889338
25196	22.3484443031956	TRUE	FALSE	22.3484443031956
25197	13.0242582495354	TRUE	FALSE	13.0242582495354
25198	17.6033718638733	TRUE	FALSE	17.6033718638733
25199	14.0568861277932	TRUE	FALSE	14.0568861277932
25200	13.4915244986018	TRUE	FALSE	13.4915244986018
25201	10.195639075503	TRUE	FALSE	10.195639075503
25202	8.92929009518032	TRUE	FALSE	8.92929009518032
25203	54.7138147224349	TRUE	FALSE	54.7138147224349
25204	50.8853145957957	TRUE	FALSE	50.8853145957957
25205	47.862081408147	TRUE	FALSE	47.862081408147
25206	49.4644547192397	TRUE	FALSE	49.4644547192397
25207	50.2802863005501	TRUE	FALSE	50.2802863005501
25208	46.6437411968907	TRUE	FALSE	46.6437411968907
25209	19.7539966701248	TRUE	FALSE	19.7539966701248
25210	17.9547270884547	TRUE	FALSE	17.9547270884547
25211	49.0367976648916	TRUE	FALSE	49.0367976648916
25212	45.8227599575512	TRUE	FALSE	45.8227599575512
25213	38.2083035253633	TRUE	FALSE	38.2083035253633
25214	39.6986594608873	TRUE	FALSE	39.6986594608873
25215	32.7768878760595	TRUE	FALSE	32.7768878760595
25216	-42.316488628336	FALSE	TRUE	42.316488628336
25217	-43.1092881919434	FALSE	TRUE	43.1092881919434
25218	-46.0242725910774	FALSE	TRUE	46.0242725910774
25219	-30.3110195767726	FALSE	TRUE	30.3110195767726
25220	-29.4875224402823	FALSE	TRUE	29.4875224402823
