label_id	morphocontext_clust_color	gene_clust_color	manually_segm_color
21102.0	0-0-0-0	0-0-0-0	0-0-0-0
21104.0	0-0-0-0	0-0-0-0	0-0-0-0
21115.0	0-0-0-0	255-197-176-213	255-197-176-213
21117.0	255-23-190-207	255-197-176-213	255-197-176-213
21118.0	255-23-190-207	255-197-176-213	255-197-176-213
21119.0	255-197-176-213	255-197-176-213	255-197-176-213
21120.0	255-23-190-207	255-197-176-213	255-197-176-213
21121.0	255-23-190-207	255-197-176-213	255-197-176-213
21127.0	0-0-0-0	0-0-0-0	0-0-0-0
21129.0	255-23-190-207	255-197-176-213	255-197-176-213
21130.0	255-23-190-207	255-197-176-213	255-197-176-213
21131.0	255-23-190-207	255-197-176-213	255-197-176-213
21132.0	255-23-190-207	255-197-176-213	255-197-176-213
21139.0	0-0-0-0	0-0-0-0	0-0-0-0
21142.0	0-0-0-0	255-196-156-148	0-0-0-0
21143.0	0-0-0-0	255-196-156-148	0-0-0-0
21145.0	0-0-0-0	0-0-0-0	0-0-0-0
21158.0	0-0-0-0	255-196-156-148	0-0-0-0
21159.0	0-0-0-0	255-196-156-148	0-0-0-0
21173.0	0-0-0-0	0-0-0-0	0-0-0-0
21176.0	0-0-0-0	255-196-156-148	0-0-0-0
21181.0	0-0-0-0	0-0-0-0	0-0-0-0
21192.0	0-0-0-0	0-0-0-0	0-0-0-0
21194.0	255-140-86-75	0-0-0-0	0-0-0-0
21195.0	255-140-86-75	0-0-0-0	0-0-0-0
21196.0	255-140-86-75	0-0-0-0	0-0-0-0
21232.0	0-0-0-0	0-0-0-0	0-0-0-0
21247.0	0-0-0-0	0-0-0-0	0-0-0-0
21261.0	0-0-0-0	0-0-0-0	0-0-0-0
21265.0	0-0-0-0	0-0-0-0	0-0-0-0
21266.0	0-0-0-0	0-0-0-0	0-0-0-0
21274.0	0-0-0-0	0-0-0-0	0-0-0-0
21278.0	0-0-0-0	0-0-0-0	0-0-0-0
21279.0	0-0-0-0	0-0-0-0	0-0-0-0
21292.0	0-0-0-0	0-0-0-0	0-0-0-0
21293.0	0-0-0-0	0-0-0-0	0-0-0-0
21296.0	0-0-0-0	255-148-103-189	255-197-176-213
21297.0	255-148-103-189	255-197-176-213	255-197-176-213
21298.0	255-148-103-189	255-197-176-213	255-197-176-213
21301.0	0-0-0-0	255-197-176-213	255-197-176-213
21302.0	255-197-176-213	255-197-176-213	255-197-176-213
21303.0	255-197-176-213	255-197-176-213	255-197-176-213
21307.0	255-148-103-189	255-197-176-213	255-197-176-213
21308.0	255-148-103-189	255-197-176-213	255-197-176-213
21309.0	255-23-190-207	255-197-176-213	255-197-176-213
21310.0	255-23-190-207	255-197-176-213	255-197-176-213
21322.0	255-148-103-189	255-197-176-213	255-197-176-213
21323.0	255-148-103-189	255-197-176-213	255-197-176-213
21324.0	255-148-103-189	255-197-176-213	255-197-176-213
21327.0	0-0-0-0	0-0-0-0	0-0-0-0
21333.0	0-0-0-0	0-0-0-0	0-0-0-0
21339.0	0-0-0-0	0-0-0-0	0-0-0-0
21341.0	0-0-0-0	255-148-103-189	255-197-176-213
21342.0	255-148-103-189	255-197-176-213	255-197-176-213
21344.0	255-148-103-189	255-197-176-213	255-197-176-213
21345.0	0-0-0-0	0-0-0-0	0-0-0-0
21350.0	0-0-0-0	0-0-0-0	0-0-0-0
21351.0	0-0-0-0	0-0-0-0	0-0-0-0
21352.0	0-0-0-0	0-0-0-0	0-0-0-0
21354.0	255-148-103-189	255-197-176-213	255-197-176-213
21356.0	255-23-190-207	255-197-176-213	255-197-176-213
21357.0	255-23-190-207	0-0-0-0	255-197-176-213
21358.0	0-0-0-0	0-0-0-0	0-0-0-0
21387.0	0-0-0-0	0-0-0-0	0-0-0-0
21400.0	0-0-0-0	255-196-156-148	0-0-0-0
21406.0	0-0-0-0	0-0-0-0	0-0-0-0
21431.0	0-0-0-0	0-0-0-0	0-0-0-0
21433.0	0-0-0-0	0-0-0-0	0-0-0-0
21438.0	0-0-0-0	0-0-0-0	0-0-0-0
21448.0	0-0-0-0	0-0-0-0	0-0-0-0
21450.0	0-0-0-0	0-0-0-0	0-0-0-0
21454.0	0-0-0-0	0-0-0-0	0-0-0-0
21457.0	0-0-0-0	0-0-0-0	0-0-0-0
21460.0	0-0-0-0	0-0-0-0	0-0-0-0
21461.0	0-0-0-0	0-0-0-0	0-0-0-0
21463.0	0-0-0-0	0-0-0-0	0-0-0-0
21464.0	0-0-0-0	0-0-0-0	0-0-0-0
21467.0	0-0-0-0	0-0-0-0	0-0-0-0
21487.0	0-0-0-0	0-0-0-0	0-0-0-0
21490.0	0-0-0-0	0-0-0-0	0-0-0-0
21491.0	0-0-0-0	0-0-0-0	255-197-176-213
21494.0	0-0-0-0	0-0-0-0	0-0-0-0
21497.0	0-0-0-0	0-0-0-0	0-0-0-0
21500.0	255-148-103-189	255-148-103-189	255-197-176-213
21501.0	255-148-103-189	255-197-176-213	255-197-176-213
21505.0	255-197-176-213	255-197-176-213	255-197-176-213
21510.0	0-0-0-0	0-0-0-0	0-0-0-0
21511.0	0-0-0-0	0-0-0-0	0-0-0-0
21515.0	255-148-103-189	255-197-176-213	255-197-176-213
21516.0	255-148-103-189	255-197-176-213	255-197-176-213
21534.0	0-0-0-0	0-0-0-0	0-0-0-0
21535.0	255-148-103-189	255-148-103-189	255-197-176-213
21536.0	0-0-0-0	255-148-103-189	255-197-176-213
21537.0	0-0-0-0	255-148-103-189	255-197-176-213
21538.0	255-148-103-189	255-197-176-213	255-197-176-213
21543.0	255-148-103-189	255-197-176-213	255-197-176-213
21545.0	0-0-0-0	0-0-0-0	0-0-0-0
21556.0	255-148-103-189	255-197-176-213	255-197-176-213
21558.0	0-0-0-0	0-0-0-0	0-0-0-0
21567.0	0-0-0-0	0-0-0-0	0-0-0-0
21571.0	255-197-176-213	255-197-176-213	255-197-176-213
21574.0	0-0-0-0	0-0-0-0	0-0-0-0
21587.0	0-0-0-0	0-0-0-0	0-0-0-0
21597.0	0-0-0-0	0-0-0-0	0-0-0-0
21600.0	0-0-0-0	0-0-0-0	0-0-0-0
21626.0	0-0-0-0	0-0-0-0	0-0-0-0
21639.0	0-0-0-0	0-0-0-0	0-0-0-0
21650.0	0-0-0-0	0-0-0-0	0-0-0-0
21652.0	0-0-0-0	0-0-0-0	0-0-0-0
21661.0	0-0-0-0	0-0-0-0	0-0-0-0
21663.0	0-0-0-0	0-0-0-0	0-0-0-0
21673.0	0-0-0-0	0-0-0-0	0-0-0-0
21674.0	0-0-0-0	0-0-0-0	0-0-0-0
21676.0	0-0-0-0	0-0-0-0	0-0-0-0
21678.0	0-0-0-0	0-0-0-0	0-0-0-0
21686.0	0-0-0-0	0-0-0-0	0-0-0-0
21690.0	0-0-0-0	0-0-0-0	0-0-0-0
21692.0	0-0-0-0	0-0-0-0	0-0-0-0
21704.0	0-0-0-0	0-0-0-0	0-0-0-0
21706.0	0-0-0-0	0-0-0-0	0-0-0-0
21712.0	0-0-0-0	0-0-0-0	0-0-0-0
21713.0	0-0-0-0	0-0-0-0	0-0-0-0
21716.0	255-148-103-189	255-197-176-213	255-197-176-213
21717.0	255-148-103-189	255-197-176-213	255-197-176-213
21718.0	255-148-103-189	255-197-176-213	255-197-176-213
21721.0	255-23-190-207	255-197-176-213	255-197-176-213
21724.0	0-0-0-0	0-0-0-0	0-0-0-0
21728.0	0-0-0-0	255-148-103-189	255-197-176-213
21729.0	0-0-0-0	255-148-103-189	255-197-176-213
21730.0	0-0-0-0	255-197-176-213	255-197-176-213
21734.0	255-23-190-207	0-0-0-0	255-197-176-213
21735.0	0-0-0-0	0-0-0-0	0-0-0-0
21744.0	0-0-0-0	255-148-103-189	255-197-176-213
21746.0	0-0-0-0	255-148-103-189	255-197-176-213
21747.0	0-0-0-0	255-148-103-189	255-197-176-213
21748.0	255-148-103-189	255-197-176-213	255-197-176-213
21749.0	255-148-103-189	255-197-176-213	255-197-176-213
21760.0	0-0-0-0	0-0-0-0	0-0-0-0
21762.0	0-0-0-0	0-0-0-0	0-0-0-0
21772.0	255-148-103-189	255-197-176-213	255-197-176-213
21773.0	255-148-103-189	255-197-176-213	255-197-176-213
21774.0	0-0-0-0	0-0-0-0	0-0-0-0
21775.0	0-0-0-0	0-0-0-0	0-0-0-0
21778.0	0-0-0-0	0-0-0-0	0-0-0-0
21788.0	0-0-0-0	255-196-156-148	0-0-0-0
21790.0	0-0-0-0	0-0-0-0	0-0-0-0
21791.0	0-0-0-0	0-0-0-0	0-0-0-0
21796.0	0-0-0-0	0-0-0-0	0-0-0-0
21812.0	0-0-0-0	0-0-0-0	0-0-0-0
21813.0	0-0-0-0	255-196-156-148	0-0-0-0
21814.0	0-0-0-0	0-0-0-0	0-0-0-0
21815.0	0-0-0-0	0-0-0-0	0-0-0-0
21821.0	0-0-0-0	0-0-0-0	0-0-0-0
21835.0	0-0-0-0	0-0-0-0	0-0-0-0
21846.0	0-0-0-0	0-0-0-0	0-0-0-0
21864.0	0-0-0-0	0-0-0-0	0-0-0-0
21866.0	0-0-0-0	0-0-0-0	0-0-0-0
21873.0	0-0-0-0	0-0-0-0	0-0-0-0
21876.0	0-0-0-0	0-0-0-0	0-0-0-0
21877.0	0-0-0-0	0-0-0-0	0-0-0-0
21882.0	0-0-0-0	0-0-0-0	0-0-0-0
21883.0	0-0-0-0	0-0-0-0	0-0-0-0
21895.0	0-0-0-0	255-196-156-148	0-0-0-0
21900.0	0-0-0-0	0-0-0-0	0-0-0-0
21907.0	0-0-0-0	255-196-156-148	0-0-0-0
21908.0	0-0-0-0	255-196-156-148	0-0-0-0
21912.0	0-0-0-0	0-0-0-0	0-0-0-0
21918.0	255-148-103-189	255-148-103-189	255-197-176-213
21919.0	255-148-103-189	255-197-176-213	255-197-176-213
21923.0	0-0-0-0	0-0-0-0	0-0-0-0
21925.0	0-0-0-0	0-0-0-0	0-0-0-0
21928.0	255-148-103-189	255-148-103-189	255-197-176-213
21930.0	255-148-103-189	255-148-103-189	255-197-176-213
21931.0	0-0-0-0	255-148-103-189	255-197-176-213
21934.0	255-148-103-189	255-197-176-213	255-197-176-213
21935.0	255-148-103-189	255-197-176-213	255-197-176-213
21936.0	255-148-103-189	255-197-176-213	255-197-176-213
21938.0	255-148-103-189	255-197-176-213	255-197-176-213
21940.0	0-0-0-0	0-0-0-0	0-0-0-0
21947.0	0-0-0-0	0-0-0-0	0-0-0-0
21948.0	0-0-0-0	0-0-0-0	0-0-0-0
21949.0	255-148-103-189	255-197-176-213	255-197-176-213
21950.0	255-148-103-189	255-197-176-213	255-197-176-213
21951.0	255-148-103-189	255-197-176-213	255-197-176-213
21953.0	255-148-103-189	255-197-176-213	255-197-176-213
21956.0	0-0-0-0	0-0-0-0	0-0-0-0
21973.0	255-148-103-189	255-197-176-213	255-197-176-213
21974.0	255-148-103-189	255-148-103-189	255-197-176-213
21975.0	255-148-103-189	255-197-176-213	255-197-176-213
21976.0	255-148-103-189	255-197-176-213	255-197-176-213
21979.0	0-0-0-0	0-0-0-0	0-0-0-0
21980.0	0-0-0-0	0-0-0-0	0-0-0-0
21989.0	255-197-176-213	255-197-176-213	255-197-176-213
21991.0	0-0-0-0	0-0-0-0	0-0-0-0
22004.0	0-0-0-0	0-0-0-0	255-197-176-213
22005.0	0-0-0-0	0-0-0-0	255-197-176-213
22015.0	0-0-0-0	0-0-0-0	0-0-0-0
22028.0	0-0-0-0	0-0-0-0	0-0-0-0
22030.0	0-0-0-0	0-0-0-0	0-0-0-0
22044.0	0-0-0-0	0-0-0-0	0-0-0-0
22047.0	0-0-0-0	0-0-0-0	0-0-0-0
22063.0	0-0-0-0	0-0-0-0	0-0-0-0
22073.0	0-0-0-0	0-0-0-0	0-0-0-0
22076.0	0-0-0-0	0-0-0-0	0-0-0-0
22080.0	0-0-0-0	0-0-0-0	0-0-0-0
22081.0	0-0-0-0	0-0-0-0	0-0-0-0
22090.0	0-0-0-0	0-0-0-0	0-0-0-0
22092.0	0-0-0-0	0-0-0-0	0-0-0-0
22102.0	0-0-0-0	0-0-0-0	0-0-0-0
22103.0	0-0-0-0	0-0-0-0	0-0-0-0
22104.0	0-0-0-0	0-0-0-0	0-0-0-0
22106.0	0-0-0-0	0-0-0-0	0-0-0-0
22108.0	0-0-0-0	0-0-0-0	0-0-0-0
22114.0	0-0-0-0	0-0-0-0	0-0-0-0
22116.0	0-0-0-0	0-0-0-0	0-0-0-0
22118.0	255-148-103-189	255-197-176-213	255-197-176-213
22123.0	0-0-0-0	0-0-0-0	0-0-0-0
22124.0	0-0-0-0	0-0-0-0	0-0-0-0
22126.0	255-148-103-189	255-148-103-189	255-197-176-213
22127.0	0-0-0-0	0-0-0-0	0-0-0-0
22128.0	0-0-0-0	0-0-0-0	0-0-0-0
22135.0	0-0-0-0	0-0-0-0	0-0-0-0
22140.0	0-0-0-0	0-0-0-0	0-0-0-0
22141.0	255-148-103-189	255-197-176-213	255-197-176-213
22142.0	255-148-103-189	255-197-176-213	255-197-176-213
22144.0	255-148-103-189	255-197-176-213	255-197-176-213
22145.0	0-0-0-0	0-0-0-0	0-0-0-0
22146.0	0-0-0-0	0-0-0-0	0-0-0-0
22150.0	0-0-0-0	0-0-0-0	0-0-0-0
22157.0	0-0-0-0	0-0-0-0	0-0-0-0
22158.0	255-148-103-189	255-197-176-213	255-197-176-213
22159.0	255-148-103-189	255-197-176-213	255-197-176-213
22160.0	255-148-103-189	255-197-176-213	255-197-176-213
22162.0	0-0-0-0	0-0-0-0	0-0-0-0
22172.0	0-0-0-0	0-0-0-0	0-0-0-0
22173.0	0-0-0-0	255-148-103-189	255-197-176-213
22174.0	0-0-0-0	0-0-0-0	255-197-176-213
22176.0	0-0-0-0	255-197-176-213	255-197-176-213
22178.0	255-197-176-213	255-197-176-213	255-197-176-213
22189.0	0-0-0-0	0-0-0-0	0-0-0-0
22213.0	0-0-0-0	0-0-0-0	0-0-0-0
22241.0	0-0-0-0	0-0-0-0	0-0-0-0
22242.0	0-0-0-0	0-0-0-0	0-0-0-0
22245.0	0-0-0-0	0-0-0-0	0-0-0-0
22256.0	0-0-0-0	0-0-0-0	0-0-0-0
22259.0	0-0-0-0	0-0-0-0	0-0-0-0
22278.0	0-0-0-0	0-0-0-0	0-0-0-0
22279.0	0-0-0-0	0-0-0-0	0-0-0-0
22280.0	0-0-0-0	0-0-0-0	0-0-0-0
22287.0	0-0-0-0	0-0-0-0	0-0-0-0
22289.0	0-0-0-0	0-0-0-0	0-0-0-0
22290.0	0-0-0-0	0-0-0-0	0-0-0-0
22294.0	0-0-0-0	0-0-0-0	0-0-0-0
22303.0	0-0-0-0	255-148-103-189	255-197-176-213
22304.0	0-0-0-0	255-148-103-189	255-197-176-213
22305.0	255-148-103-189	255-197-176-213	255-197-176-213
22306.0	0-0-0-0	255-197-176-213	255-197-176-213
22315.0	0-0-0-0	0-0-0-0	0-0-0-0
22318.0	0-0-0-0	0-0-0-0	0-0-0-0
22321.0	255-148-103-189	255-148-103-189	255-197-176-213
22336.0	0-0-0-0	0-0-0-0	0-0-0-0
22338.0	255-148-103-189	255-148-103-189	255-197-176-213
22349.0	0-0-0-0	255-197-176-213	255-197-176-213
22350.0	0-0-0-0	0-0-0-0	0-0-0-0
22362.0	0-0-0-0	255-197-176-213	255-197-176-213
22381.0	0-0-0-0	0-0-0-0	0-0-0-0
22384.0	0-0-0-0	0-0-0-0	0-0-0-0
22386.0	0-0-0-0	0-0-0-0	0-0-0-0
22387.0	0-0-0-0	0-0-0-0	0-0-0-0
22392.0	0-0-0-0	0-0-0-0	0-0-0-0
22407.0	0-0-0-0	0-0-0-0	0-0-0-0
22412.0	0-0-0-0	0-0-0-0	0-0-0-0
22419.0	0-0-0-0	0-0-0-0	0-0-0-0
22426.0	0-0-0-0	0-0-0-0	0-0-0-0
22446.0	0-0-0-0	0-0-0-0	0-0-0-0
22447.0	0-0-0-0	0-0-0-0	0-0-0-0
22456.0	0-0-0-0	0-0-0-0	0-0-0-0
22458.0	0-0-0-0	0-0-0-0	0-0-0-0
22462.0	0-0-0-0	0-0-0-0	0-0-0-0
22464.0	0-0-0-0	0-0-0-0	0-0-0-0
22465.0	0-0-0-0	0-0-0-0	0-0-0-0
22474.0	0-0-0-0	0-0-0-0	0-0-0-0
22476.0	0-0-0-0	0-0-0-0	0-0-0-0
22478.0	0-0-0-0	255-196-156-148	255-197-176-213
22482.0	0-0-0-0	0-0-0-0	0-0-0-0
22484.0	0-0-0-0	0-0-0-0	0-0-0-0
22485.0	0-0-0-0	255-196-156-148	0-0-0-0
22489.0	0-0-0-0	255-148-103-189	255-197-176-213
22491.0	255-197-176-213	255-197-176-213	255-197-176-213
22492.0	0-0-0-0	0-0-0-0	0-0-0-0
22496.0	0-0-0-0	0-0-0-0	0-0-0-0
22497.0	0-0-0-0	0-0-0-0	0-0-0-0
22504.0	0-0-0-0	0-0-0-0	0-0-0-0
22506.0	255-148-103-189	255-148-103-189	255-197-176-213
22507.0	255-148-103-189	255-197-176-213	255-197-176-213
22510.0	255-148-103-189	255-197-176-213	255-197-176-213
22522.0	0-0-0-0	255-148-103-189	255-197-176-213
22523.0	255-148-103-189	255-197-176-213	255-197-176-213
22525.0	0-0-0-0	0-0-0-0	0-0-0-0
22529.0	0-0-0-0	0-0-0-0	0-0-0-0
22530.0	0-0-0-0	255-148-103-189	255-197-176-213
22531.0	0-0-0-0	255-197-176-213	255-197-176-213
22535.0	0-0-0-0	0-0-0-0	0-0-0-0
22541.0	0-0-0-0	0-0-0-0	0-0-0-0
22552.0	0-0-0-0	0-0-0-0	0-0-0-0
22567.0	255-31-119-180	0-0-0-0	0-0-0-0
22577.0	0-0-0-0	0-0-0-0	0-0-0-0
22588.0	0-0-0-0	0-0-0-0	0-0-0-0
22611.0	0-0-0-0	0-0-0-0	0-0-0-0
22622.0	0-0-0-0	0-0-0-0	0-0-0-0
22626.0	0-0-0-0	0-0-0-0	0-0-0-0
22634.0	0-0-0-0	0-0-0-0	0-0-0-0
22635.0	0-0-0-0	0-0-0-0	0-0-0-0
22640.0	0-0-0-0	0-0-0-0	0-0-0-0
22643.0	0-0-0-0	0-0-0-0	0-0-0-0
22654.0	255-148-103-189	255-197-176-213	255-197-176-213
22655.0	255-148-103-189	255-197-176-213	255-197-176-213
22656.0	255-148-103-189	255-197-176-213	255-197-176-213
22657.0	255-148-103-189	255-197-176-213	255-197-176-213
22658.0	255-148-103-189	255-197-176-213	255-197-176-213
22664.0	255-148-103-189	255-148-103-189	255-197-176-213
22666.0	255-148-103-189	255-148-103-189	255-197-176-213
22668.0	255-148-103-189	255-148-103-189	255-197-176-213
22680.0	255-148-103-189	255-197-176-213	255-197-176-213
22681.0	255-148-103-189	255-197-176-213	255-197-176-213
22682.0	255-148-103-189	255-148-103-189	255-197-176-213
22683.0	0-0-0-0	0-0-0-0	0-0-0-0
22685.0	0-0-0-0	0-0-0-0	0-0-0-0
22688.0	0-0-0-0	0-0-0-0	0-0-0-0
22696.0	255-148-103-189	255-197-176-213	255-197-176-213
22706.0	0-0-0-0	0-0-0-0	0-0-0-0
22712.0	0-0-0-0	255-197-176-213	255-197-176-213
22733.0	0-0-0-0	0-0-0-0	0-0-0-0
22734.0	0-0-0-0	255-196-156-148	0-0-0-0
22736.0	0-0-0-0	255-196-156-148	0-0-0-0
22748.0	0-0-0-0	0-0-0-0	0-0-0-0
22761.0	0-0-0-0	0-0-0-0	0-0-0-0
22762.0	0-0-0-0	0-0-0-0	0-0-0-0
22764.0	0-0-0-0	0-0-0-0	0-0-0-0
22780.0	0-0-0-0	0-0-0-0	0-0-0-0
22785.0	0-0-0-0	0-0-0-0	0-0-0-0
22798.0	0-0-0-0	0-0-0-0	0-0-0-0
22800.0	0-0-0-0	0-0-0-0	0-0-0-0
22801.0	0-0-0-0	0-0-0-0	0-0-0-0
22809.0	0-0-0-0	0-0-0-0	0-0-0-0
22810.0	0-0-0-0	0-0-0-0	0-0-0-0
22816.0	255-148-103-189	255-197-176-213	255-197-176-213
22817.0	255-148-103-189	255-197-176-213	255-197-176-213
22818.0	255-148-103-189	255-197-176-213	255-197-176-213
22819.0	255-197-176-213	255-197-176-213	255-197-176-213
22822.0	0-0-0-0	0-0-0-0	0-0-0-0
22828.0	0-0-0-0	0-0-0-0	0-0-0-0
22829.0	0-0-0-0	0-0-0-0	0-0-0-0
22833.0	0-0-0-0	0-0-0-0	0-0-0-0
22836.0	0-0-0-0	0-0-0-0	0-0-0-0
22838.0	255-148-103-189	255-148-103-189	255-197-176-213
22839.0	255-148-103-189	255-148-103-189	255-197-176-213
22840.0	255-148-103-189	255-148-103-189	255-197-176-213
22841.0	255-148-103-189	255-197-176-213	255-197-176-213
22842.0	255-148-103-189	255-197-176-213	255-197-176-213
22855.0	0-0-0-0	255-197-176-213	255-197-176-213
22856.0	0-0-0-0	255-148-103-189	255-197-176-213
22857.0	255-148-103-189	255-148-103-189	255-197-176-213
22859.0	255-148-103-189	255-148-103-189	255-197-176-213
22860.0	255-148-103-189	255-148-103-189	255-197-176-213
22861.0	255-148-103-189	255-148-103-189	255-197-176-213
22862.0	255-148-103-189	255-197-176-213	255-197-176-213
22864.0	0-0-0-0	0-0-0-0	0-0-0-0
22880.0	0-0-0-0	255-148-103-189	255-197-176-213
22881.0	255-148-103-189	255-197-176-213	255-197-176-213
22883.0	0-0-0-0	0-0-0-0	0-0-0-0
22908.0	0-0-0-0	0-0-0-0	0-0-0-0
22911.0	0-0-0-0	0-0-0-0	0-0-0-0
22916.0	0-0-0-0	0-0-0-0	0-0-0-0
22920.0	0-0-0-0	0-0-0-0	0-0-0-0
22923.0	0-0-0-0	255-196-156-148	0-0-0-0
22925.0	0-0-0-0	0-0-0-0	0-0-0-0
22939.0	0-0-0-0	0-0-0-0	0-0-0-0
22941.0	0-0-0-0	0-0-0-0	0-0-0-0
22957.0	0-0-0-0	0-0-0-0	0-0-0-0
22988.0	0-0-0-0	0-0-0-0	0-0-0-0
22994.0	0-0-0-0	0-0-0-0	0-0-0-0
23004.0	255-148-103-189	255-148-103-189	255-197-176-213
23005.0	0-0-0-0	255-148-103-189	255-197-176-213
23006.0	255-148-103-189	255-197-176-213	255-197-176-213
23007.0	255-197-176-213	255-197-176-213	255-197-176-213
23011.0	0-0-0-0	0-0-0-0	0-0-0-0
23015.0	0-0-0-0	0-0-0-0	0-0-0-0
23016.0	0-0-0-0	0-0-0-0	0-0-0-0
23020.0	0-0-0-0	0-0-0-0	0-0-0-0
23027.0	0-0-0-0	255-148-103-189	255-197-176-213
23028.0	0-0-0-0	255-148-103-189	255-197-176-213
23029.0	0-0-0-0	255-148-103-189	255-197-176-213
23031.0	255-148-103-189	255-148-103-189	255-197-176-213
23035.0	255-148-103-189	255-197-176-213	255-197-176-213
23038.0	0-0-0-0	0-0-0-0	0-0-0-0
23049.0	255-148-103-189	255-148-103-189	255-197-176-213
23050.0	255-148-103-189	255-148-103-189	255-197-176-213
23051.0	0-0-0-0	0-0-0-0	0-0-0-0
23059.0	0-0-0-0	0-0-0-0	0-0-0-0
23060.0	0-0-0-0	0-0-0-0	255-197-176-213
23062.0	255-148-103-189	255-197-176-213	255-197-176-213
23066.0	0-0-0-0	0-0-0-0	0-0-0-0
23067.0	0-0-0-0	0-0-0-0	0-0-0-0
23075.0	0-0-0-0	0-0-0-0	0-0-0-0
23089.0	0-0-0-0	0-0-0-0	0-0-0-0
23090.0	0-0-0-0	0-0-0-0	0-0-0-0
23101.0	0-0-0-0	0-0-0-0	0-0-0-0
23102.0	0-0-0-0	0-0-0-0	0-0-0-0
23103.0	0-0-0-0	0-0-0-0	0-0-0-0
23104.0	0-0-0-0	0-0-0-0	0-0-0-0
23105.0	0-0-0-0	0-0-0-0	0-0-0-0
23124.0	0-0-0-0	0-0-0-0	0-0-0-0
23129.0	0-0-0-0	255-44-160-44	0-0-0-0
23134.0	0-0-0-0	0-0-0-0	0-0-0-0
23136.0	0-0-0-0	0-0-0-0	0-0-0-0
23147.0	0-0-0-0	0-0-0-0	0-0-0-0
23159.0	0-0-0-0	0-0-0-0	0-0-0-0
23178.0	0-0-0-0	255-148-103-189	255-197-176-213
23179.0	0-0-0-0	255-148-103-189	255-197-176-213
23180.0	0-0-0-0	255-148-103-189	255-197-176-213
23181.0	255-148-103-189	255-148-103-189	255-197-176-213
23182.0	255-148-103-189	255-148-103-189	255-197-176-213
23183.0	255-148-103-189	255-197-176-213	255-197-176-213
23184.0	255-197-176-213	255-197-176-213	255-197-176-213
23185.0	255-197-176-213	0-0-0-0	255-197-176-213
23193.0	0-0-0-0	255-148-103-189	255-197-176-213
23197.0	255-148-103-189	255-148-103-189	255-197-176-213
23200.0	255-148-103-189	255-148-103-189	255-197-176-213
23202.0	0-0-0-0	0-0-0-0	0-0-0-0
23206.0	0-0-0-0	0-0-0-0	0-0-0-0
23208.0	0-0-0-0	255-197-176-213	255-197-176-213
23209.0	255-148-103-189	255-197-176-213	255-197-176-213
23219.0	0-0-0-0	0-0-0-0	0-0-0-0
23220.0	255-148-103-189	255-197-176-213	255-197-176-213
23221.0	255-148-103-189	255-197-176-213	255-197-176-213
23222.0	255-148-103-189	255-197-176-213	255-197-176-213
23223.0	255-148-103-189	255-197-176-213	255-197-176-213
23224.0	255-197-176-213	255-197-176-213	255-197-176-213
23225.0	0-0-0-0	0-0-0-0	0-0-0-0
23227.0	0-0-0-0	0-0-0-0	0-0-0-0
23236.0	255-197-176-213	255-197-176-213	255-197-176-213
23239.0	0-0-0-0	0-0-0-0	0-0-0-0
23257.0	0-0-0-0	0-0-0-0	0-0-0-0
23270.0	0-0-0-0	0-0-0-0	0-0-0-0
23298.0	0-0-0-0	0-0-0-0	0-0-0-0
23335.0	0-0-0-0	0-0-0-0	0-0-0-0
23342.0	0-0-0-0	255-148-103-189	255-197-176-213
23343.0	0-0-0-0	255-196-156-148	255-197-176-213
23345.0	0-0-0-0	255-196-156-148	0-0-0-0
23346.0	0-0-0-0	0-0-0-0	0-0-0-0
23347.0	0-0-0-0	0-0-0-0	0-0-0-0
23349.0	255-148-103-189	255-197-176-213	255-197-176-213
23350.0	255-148-103-189	255-197-176-213	255-197-176-213
23351.0	255-148-103-189	255-197-176-213	255-197-176-213
23352.0	255-148-103-189	255-197-176-213	255-197-176-213
23353.0	0-0-0-0	0-0-0-0	0-0-0-0
23356.0	0-0-0-0	0-0-0-0	0-0-0-0
23365.0	255-148-103-189	255-148-103-189	255-197-176-213
23366.0	255-148-103-189	255-148-103-189	255-197-176-213
23368.0	255-148-103-189	255-148-103-189	255-197-176-213
23369.0	255-148-103-189	255-148-103-189	255-197-176-213
23370.0	255-148-103-189	255-197-176-213	255-197-176-213
23372.0	255-197-176-213	255-197-176-213	255-197-176-213
23381.0	255-148-103-189	255-148-103-189	255-197-176-213
23382.0	255-148-103-189	255-148-103-189	255-197-176-213
23385.0	255-148-103-189	255-148-103-189	255-197-176-213
23392.0	255-148-103-189	255-197-176-213	255-197-176-213
23393.0	255-148-103-189	255-197-176-213	255-197-176-213
23394.0	255-148-103-189	255-197-176-213	255-197-176-213
23395.0	255-197-176-213	255-197-176-213	255-197-176-213
23404.0	255-197-176-213	255-197-176-213	255-197-176-213
23421.0	0-0-0-0	0-0-0-0	0-0-0-0
23445.0	0-0-0-0	255-196-156-148	0-0-0-0
23451.0	0-0-0-0	0-0-0-0	0-0-0-0
23482.0	0-0-0-0	0-0-0-0	0-0-0-0
23500.0	0-0-0-0	255-148-103-189	255-197-176-213
23505.0	255-148-103-189	255-197-176-213	255-197-176-213
23506.0	255-148-103-189	255-197-176-213	255-197-176-213
23507.0	255-197-176-213	255-197-176-213	255-197-176-213
23510.0	0-0-0-0	0-0-0-0	0-0-0-0
