label_id	morphocontext_clust_color	gene_clust_color	manually_segm_color
3729.0	255-158-218-229	255-44-160-44	255-127-127-127
3730.0	255-219-219-141	255-219-219-141	255-158-218-229
3731.0	255-219-219-141	255-158-218-229	255-158-218-229
3732.0	255-219-219-141	255-158-218-229	255-158-218-229
3734.0	255-23-190-207	255-158-218-229	255-158-218-229
3735.0	255-23-190-207	255-158-218-229	255-158-218-229
3736.0	255-23-190-207	255-158-218-229	255-158-218-229
3738.0	255-23-190-207	255-158-218-229	255-158-218-229
3739.0	255-23-190-207	255-158-218-229	255-158-218-229
3740.0	255-23-190-207	255-158-218-229	255-158-218-229
3741.0	0-0-0-0	255-158-218-229	0-0-0-0
3742.0	0-0-0-0	0-0-0-0	0-0-0-0
3749.0	255-197-176-213	255-44-160-44	255-127-127-127
3751.0	255-152-223-138	255-152-223-138	0-0-0-0
3756.0	255-219-219-141	255-158-218-229	255-158-218-229
3757.0	255-219-219-141	255-219-219-141	255-219-219-141
3760.0	255-23-190-207	255-158-218-229	255-158-218-229
3761.0	0-0-0-0	255-158-218-229	255-158-218-229
3763.0	0-0-0-0	255-158-218-229	0-0-0-0
3765.0	255-158-218-229	255-44-160-44	255-152-223-138
3768.0	255-44-160-44	255-44-160-44	255-44-160-44
3769.0	255-158-218-229	255-44-160-44	255-127-127-127
3771.0	255-219-219-141	255-219-219-141	255-219-219-141
3772.0	255-219-219-141	255-219-219-141	255-219-219-141
3773.0	255-219-219-141	255-219-219-141	255-219-219-141
3774.0	255-148-103-189	255-219-219-141	255-219-219-141
3776.0	255-31-119-180	255-158-218-229	255-219-219-141
3778.0	0-0-0-0	0-0-0-0	0-0-0-0
3780.0	255-44-160-44	255-44-160-44	255-44-160-44
3782.0	255-158-218-229	255-44-160-44	255-158-218-229
3783.0	255-158-218-229	255-219-219-141	255-219-219-141
3784.0	255-219-219-141	255-219-219-141	255-219-219-141
3785.0	255-219-219-141	255-219-219-141	255-219-219-141
3786.0	255-219-219-141	255-219-219-141	255-219-219-141
3787.0	255-219-219-141	255-219-219-141	255-219-219-141
3788.0	255-31-119-180	255-158-218-229	255-219-219-141
3789.0	255-31-119-180	255-158-218-229	255-219-219-141
3794.0	255-158-218-229	255-44-160-44	255-158-218-229
3796.0	255-158-218-229	255-44-160-44	255-158-218-229
3797.0	255-158-218-229	255-219-219-141	255-219-219-141
3800.0	255-31-119-180	255-31-119-180	255-219-219-141
3805.0	0-0-0-0	255-158-218-229	255-158-218-229
3808.0	255-158-218-229	255-158-218-229	255-158-218-229
3809.0	255-158-218-229	255-158-218-229	255-158-218-229
3811.0	255-158-218-229	255-158-218-229	255-158-218-229
3812.0	255-158-218-229	255-158-218-229	255-158-218-229
3813.0	255-158-218-229	255-158-218-229	255-158-218-229
3814.0	255-158-218-229	255-219-219-141	255-158-218-229
3815.0	255-158-218-229	255-219-219-141	255-219-219-141
3816.0	255-158-218-229	255-219-219-141	255-219-219-141
3817.0	255-158-218-229	255-219-219-141	255-219-219-141
3819.0	255-158-218-229	255-219-219-141	255-219-219-141
3827.0	255-158-218-229	255-158-218-229	255-158-218-229
3828.0	255-158-218-229	255-158-218-229	255-158-218-229
3829.0	255-31-119-180	255-158-218-229	255-158-218-229
3831.0	255-23-190-207	255-158-218-229	255-158-218-229
3832.0	255-158-218-229	255-158-218-229	255-158-218-229
3836.0	255-158-218-229	255-219-219-141	255-188-189-34
3837.0	255-31-119-180	255-158-218-229	255-188-189-34
3838.0	255-158-218-229	255-219-219-141	255-219-219-141
3839.0	255-158-218-229	255-219-219-141	255-219-219-141
3840.0	255-158-218-229	255-158-218-229	255-219-219-141
3841.0	0-0-0-0	255-158-218-229	0-0-0-0
3847.0	0-0-0-0	255-158-218-229	255-158-218-229
3848.0	255-158-218-229	255-158-218-229	255-158-218-229
3849.0	255-158-218-229	255-158-218-229	255-158-218-229
3850.0	255-23-190-207	255-158-218-229	255-158-218-229
3851.0	255-23-190-207	255-158-218-229	255-158-218-229
3852.0	255-31-119-180	255-219-219-141	255-158-218-229
3863.0	0-0-0-0	0-0-0-0	0-0-0-0
3866.0	255-197-176-213	255-44-160-44	255-152-223-138
3868.0	255-197-176-213	255-44-160-44	255-152-223-138
3869.0	255-44-160-44	255-44-160-44	255-44-160-44
3870.0	255-44-160-44	255-44-160-44	255-44-160-44
3871.0	255-158-218-229	255-44-160-44	255-158-218-229
3872.0	255-158-218-229	255-158-218-229	255-158-218-229
3875.0	0-0-0-0	255-158-218-229	255-158-218-229
3877.0	0-0-0-0	255-158-218-229	0-0-0-0
3878.0	0-0-0-0	0-0-0-0	0-0-0-0
3881.0	255-152-223-138	0-0-0-0	0-0-0-0
3883.0	255-152-223-138	255-152-223-138	0-0-0-0
3885.0	255-197-176-213	255-44-160-44	255-127-127-127
3886.0	255-44-160-44	255-44-160-44	255-44-160-44
3887.0	255-158-218-229	255-44-160-44	255-158-218-229
3888.0	255-158-218-229	255-158-218-229	255-158-218-229
3889.0	255-158-218-229	255-158-218-229	255-158-218-229
3890.0	255-23-190-207	255-158-218-229	255-158-218-229
3891.0	255-23-190-207	255-158-218-229	255-158-218-229
3895.0	255-152-223-138	255-152-223-138	0-0-0-0
3896.0	0-0-0-0	0-0-0-0	0-0-0-0
3897.0	255-197-176-213	255-44-160-44	255-127-127-127
3898.0	255-219-219-141	255-219-219-141	255-158-218-229
3899.0	255-158-218-229	255-158-218-229	255-158-218-229
3900.0	255-158-218-229	255-158-218-229	255-158-218-229
3901.0	255-158-218-229	255-158-218-229	255-158-218-229
3902.0	255-23-190-207	255-158-218-229	255-158-218-229
3903.0	255-152-223-138	0-0-0-0	0-0-0-0
3905.0	0-0-0-0	0-0-0-0	0-0-0-0
3906.0	255-152-223-138	255-152-223-138	0-0-0-0
3907.0	255-152-223-138	255-152-223-138	0-0-0-0
3909.0	255-197-176-213	255-44-160-44	255-127-127-127
3911.0	255-152-223-138	255-152-223-138	0-0-0-0
3912.0	255-152-223-138	255-152-223-138	0-0-0-0
3913.0	255-152-223-138	0-0-0-0	0-0-0-0
3915.0	0-0-0-0	0-0-0-0	0-0-0-0
3916.0	255-219-219-141	255-219-219-141	255-219-219-141
3917.0	255-219-219-141	255-219-219-141	255-158-218-229
3918.0	255-219-219-141	255-219-219-141	255-158-218-229
3919.0	255-158-218-229	255-158-218-229	255-158-218-229
3920.0	0-0-0-0	255-219-219-141	0-0-0-0
3926.0	255-23-190-207	255-44-160-44	255-152-223-138
3927.0	255-23-190-207	255-44-160-44	255-152-223-138
3928.0	255-197-176-213	255-44-160-44	255-152-223-138
3930.0	255-197-176-213	255-44-160-44	255-127-127-127
3931.0	255-158-218-229	255-44-160-44	255-127-127-127
3932.0	255-158-218-229	255-44-160-44	255-127-127-127
3935.0	255-31-119-180	255-219-219-141	255-219-219-141
3936.0	0-0-0-0	255-31-119-180	0-0-0-0
3937.0	0-0-0-0	255-158-218-229	255-158-218-229
3940.0	0-0-0-0	255-44-160-44	255-152-223-138
3941.0	255-23-190-207	255-44-160-44	255-152-223-138
3942.0	255-23-190-207	255-44-160-44	255-152-223-138
3944.0	255-44-160-44	255-44-160-44	255-44-160-44
3948.0	255-158-218-229	255-219-219-141	255-219-219-141
3949.0	255-158-218-229	255-219-219-141	255-219-219-141
3951.0	255-23-190-207	255-219-219-141	255-219-219-141
3952.0	255-23-190-207	255-158-218-229	255-219-219-141
3953.0	255-31-119-180	255-158-218-229	255-219-219-141
3959.0	255-219-219-141	255-219-219-141	255-158-218-229
3960.0	255-158-218-229	255-158-218-229	255-158-218-229
3962.0	255-158-218-229	255-219-219-141	255-219-219-141
3964.0	255-158-218-229	255-219-219-141	255-219-219-141
3967.0	255-158-218-229	255-219-219-141	255-219-219-141
3968.0	255-158-218-229	255-219-219-141	255-219-219-141
3969.0	255-158-218-229	255-31-119-180	255-219-219-141
3970.0	255-23-190-207	255-31-119-180	255-219-219-141
3971.0	255-23-190-207	255-31-119-180	255-219-219-141
3972.0	255-23-190-207	255-31-119-180	255-219-219-141
3973.0	0-0-0-0	255-31-119-180	0-0-0-0
3974.0	255-23-190-207	255-31-119-180	255-219-219-141
3979.0	255-158-218-229	255-158-218-229	255-158-218-229
3982.0	255-158-218-229	255-158-218-229	255-158-218-229
3983.0	255-158-218-229	255-219-219-141	255-219-219-141
3984.0	255-158-218-229	255-219-219-141	255-219-219-141
3985.0	255-158-218-229	255-219-219-141	255-219-219-141
3987.0	255-158-218-229	255-219-219-141	255-219-219-141
3988.0	255-158-218-229	255-31-119-180	255-219-219-141
3989.0	255-158-218-229	255-31-119-180	255-219-219-141
3992.0	255-158-218-229	255-158-218-229	255-158-218-229
3994.0	255-31-119-180	255-158-218-229	255-158-218-229
3996.0	0-0-0-0	255-158-218-229	255-158-218-229
3997.0	255-158-218-229	255-219-219-141	255-219-219-141
3998.0	255-23-190-207	255-158-218-229	255-219-219-141
3999.0	255-158-218-229	255-158-218-229	255-219-219-141
4000.0	255-158-218-229	255-219-219-141	255-219-219-141
4001.0	0-0-0-0	255-158-218-229	0-0-0-0
4002.0	255-31-119-180	255-158-218-229	255-158-218-229
4003.0	0-0-0-0	255-158-218-229	0-0-0-0
4005.0	255-158-218-229	255-158-218-229	255-158-218-229
4006.0	0-0-0-0	255-158-218-229	255-158-218-229
4008.0	0-0-0-0	255-31-119-180	0-0-0-0
4011.0	0-0-0-0	0-0-0-0	0-0-0-0
4012.0	255-23-190-207	255-44-160-44	255-152-223-138
4013.0	0-0-0-0	255-44-160-44	255-152-223-138
4014.0	255-158-218-229	255-158-218-229	255-158-218-229
4015.0	255-31-119-180	255-158-218-229	255-158-218-229
4017.0	0-0-0-0	0-0-0-0	0-0-0-0
4019.0	0-0-0-0	0-0-0-0	0-0-0-0
4020.0	255-152-223-138	0-0-0-0	0-0-0-0
4025.0	255-197-176-213	255-44-160-44	255-152-223-138
4027.0	255-44-160-44	255-44-160-44	255-44-160-44
4029.0	255-158-218-229	255-44-160-44	255-158-218-229
4030.0	255-158-218-229	255-158-218-229	255-158-218-229
4031.0	255-158-218-229	255-158-218-229	255-158-218-229
4032.0	255-158-218-229	255-158-218-229	255-158-218-229
4033.0	0-0-0-0	255-158-218-229	0-0-0-0
4034.0	255-31-119-180	255-158-218-229	255-158-218-229
4036.0	0-0-0-0	0-0-0-0	0-0-0-0
4040.0	255-152-223-138	255-152-223-138	0-0-0-0
4043.0	255-158-218-229	255-44-160-44	255-127-127-127
4045.0	255-158-218-229	255-158-218-229	255-158-218-229
4046.0	255-158-218-229	255-158-218-229	255-158-218-229
4047.0	0-0-0-0	255-158-218-229	255-158-218-229
4048.0	0-0-0-0	0-0-0-0	0-0-0-0
4049.0	255-152-223-138	255-31-119-180	0-0-0-0
4057.0	255-197-176-213	255-44-160-44	255-127-127-127
4059.0	255-219-219-141	255-219-219-141	255-158-218-229
4060.0	255-158-218-229	255-158-218-229	255-158-218-229
4061.0	255-158-218-229	255-158-218-229	255-158-218-229
4062.0	255-23-190-207	255-158-218-229	255-158-218-229
4063.0	255-23-190-207	255-158-218-229	255-158-218-229
4065.0	0-0-0-0	0-0-0-0	0-0-0-0
4071.0	0-0-0-0	0-0-0-0	0-0-0-0
4078.0	255-23-190-207	255-219-219-141	255-219-219-141
4079.0	255-23-190-207	255-158-218-229	255-158-218-229
4082.0	255-23-190-207	255-219-219-141	255-158-218-229
4085.0	255-158-218-229	255-44-160-44	255-152-223-138
4086.0	255-23-190-207	255-44-160-44	255-152-223-138
4087.0	0-0-0-0	0-0-0-0	0-0-0-0
4088.0	255-197-176-213	255-44-160-44	255-127-127-127
4094.0	255-219-219-141	255-219-219-141	255-219-219-141
4095.0	255-23-190-207	255-219-219-141	255-219-219-141
4098.0	255-23-190-207	255-219-219-141	255-219-219-141
4101.0	255-23-190-207	255-219-219-141	255-158-218-229
4104.0	255-23-190-207	255-44-160-44	255-152-223-138
4106.0	255-158-218-229	255-44-160-44	255-44-160-44
4107.0	255-197-176-213	255-44-160-44	255-44-160-44
4108.0	255-158-218-229	255-197-176-213	255-219-219-141
4110.0	255-23-190-207	255-219-219-141	255-219-219-141
4111.0	255-23-190-207	255-219-219-141	255-219-219-141
4112.0	255-23-190-207	255-219-219-141	255-219-219-141
4113.0	0-0-0-0	255-158-218-229	255-219-219-141
4116.0	0-0-0-0	255-44-160-44	0-0-0-0
4117.0	255-158-218-229	255-44-160-44	255-158-218-229
4122.0	255-158-218-229	255-219-219-141	255-219-219-141
4123.0	255-158-218-229	255-219-219-141	255-219-219-141
4130.0	255-158-218-229	255-158-218-229	255-158-218-229
4131.0	255-158-218-229	255-44-160-44	255-158-218-229
4132.0	255-158-218-229	255-44-160-44	255-158-218-229
4133.0	0-0-0-0	255-158-218-229	255-158-218-229
4134.0	255-158-218-229	255-158-218-229	255-158-218-229
4135.0	255-158-218-229	255-158-218-229	255-158-218-229
4136.0	255-158-218-229	255-219-219-141	255-158-218-229
4137.0	255-158-218-229	255-219-219-141	255-158-218-229
4138.0	255-158-218-229	255-219-219-141	255-219-219-141
4139.0	255-158-218-229	255-219-219-141	255-219-219-141
4140.0	255-158-218-229	255-219-219-141	255-219-219-141
4143.0	255-158-218-229	255-219-219-141	255-219-219-141
4144.0	255-158-218-229	255-219-219-141	255-219-219-141
4145.0	255-158-218-229	255-219-219-141	255-219-219-141
4147.0	255-158-218-229	255-219-219-141	255-219-219-141
4148.0	255-31-119-180	255-219-219-141	255-219-219-141
4149.0	255-31-119-180	255-31-119-180	255-219-219-141
4150.0	255-23-190-207	255-31-119-180	255-219-219-141
4154.0	255-158-218-229	255-158-218-229	255-158-218-229
4156.0	255-31-119-180	255-158-218-229	255-158-218-229
4157.0	0-0-0-0	255-158-218-229	255-158-218-229
4160.0	255-158-218-229	255-158-218-229	255-158-218-229
4161.0	255-158-218-229	255-158-218-229	255-158-218-229
4162.0	255-158-218-229	255-158-218-229	255-158-218-229
4163.0	255-158-218-229	255-158-218-229	255-158-218-229
4164.0	255-158-218-229	255-158-218-229	255-158-218-229
4167.0	255-158-218-229	255-158-218-229	255-188-189-34
4168.0	255-158-218-229	255-219-219-141	255-219-219-141
4169.0	255-158-218-229	255-158-218-229	255-219-219-141
4170.0	0-0-0-0	255-31-119-180	255-219-219-141
4171.0	255-31-119-180	255-31-119-180	255-219-219-141
4172.0	0-0-0-0	255-31-119-180	255-219-219-141
4173.0	0-0-0-0	255-31-119-180	255-219-219-141
4176.0	0-0-0-0	0-0-0-0	0-0-0-0
4179.0	0-0-0-0	0-0-0-0	0-0-0-0
4181.0	0-0-0-0	0-0-0-0	0-0-0-0
4182.0	0-0-0-0	255-44-160-44	255-152-223-138
4186.0	255-148-103-189	255-44-160-44	255-152-223-138
4188.0	255-148-103-189	255-44-160-44	255-152-223-138
4189.0	255-23-190-207	255-44-160-44	255-152-223-138
4192.0	0-0-0-0	0-0-0-0	0-0-0-0
4193.0	0-0-0-0	0-0-0-0	0-0-0-0
4194.0	255-152-223-138	0-0-0-0	0-0-0-0
4197.0	255-197-176-213	255-44-160-44	255-152-223-138
4198.0	255-148-103-189	255-44-160-44	255-152-223-138
4199.0	255-44-160-44	255-44-160-44	255-44-160-44
4200.0	255-158-218-229	255-158-218-229	255-158-218-229
4201.0	255-31-119-180	255-158-218-229	255-158-218-229
4202.0	255-23-190-207	255-158-218-229	255-158-218-229
4203.0	0-0-0-0	0-0-0-0	0-0-0-0
4206.0	0-0-0-0	0-0-0-0	0-0-0-0
4215.0	255-152-223-138	255-152-223-138	0-0-0-0
4216.0	255-197-176-213	255-44-160-44	255-127-127-127
4219.0	255-158-218-229	255-44-160-44	255-158-218-229
4220.0	255-158-218-229	255-158-218-229	255-158-218-229
4221.0	255-158-218-229	255-158-218-229	255-158-218-229
4222.0	255-158-218-229	255-44-160-44	255-158-218-229
4223.0	255-23-190-207	255-158-218-229	255-158-218-229
4225.0	255-23-190-207	255-158-218-229	255-158-218-229
4226.0	255-23-190-207	255-158-218-229	255-158-218-229
4227.0	255-23-190-207	255-158-218-229	255-158-218-229
4228.0	255-23-190-207	255-158-218-229	255-158-218-229
4229.0	255-23-190-207	255-158-218-229	255-158-218-229
4231.0	0-0-0-0	255-158-218-229	255-158-218-229
4234.0	255-152-223-138	255-152-223-138	0-0-0-0
4237.0	255-158-218-229	255-158-218-229	255-158-218-229
4238.0	255-158-218-229	255-219-219-141	255-158-218-229
4239.0	255-158-218-229	255-158-218-229	255-158-218-229
4241.0	255-23-190-207	255-158-218-229	255-158-218-229
4242.0	255-23-190-207	255-158-218-229	255-158-218-229
4244.0	0-0-0-0	0-0-0-0	0-0-0-0
4249.0	0-0-0-0	0-0-0-0	0-0-0-0
4252.0	255-219-219-141	255-219-219-141	255-158-218-229
4254.0	255-23-190-207	255-219-219-141	255-219-219-141
4255.0	255-23-190-207	255-158-218-229	255-158-218-229
4257.0	0-0-0-0	255-158-218-229	255-158-218-229
4258.0	255-31-119-180	255-158-218-229	255-158-218-229
4261.0	0-0-0-0	0-0-0-0	0-0-0-0
4263.0	255-23-190-207	255-44-160-44	255-152-223-138
4265.0	255-197-176-213	255-44-160-44	255-152-223-138
4267.0	255-197-176-213	255-44-160-44	255-127-127-127
4270.0	255-158-218-229	255-219-219-141	255-219-219-141
4271.0	255-23-190-207	255-219-219-141	255-219-219-141
4272.0	255-23-190-207	255-219-219-141	255-219-219-141
4273.0	0-0-0-0	255-158-218-229	255-219-219-141
4277.0	255-23-190-207	255-44-160-44	255-152-223-138
4278.0	255-197-176-213	255-44-160-44	255-44-160-44
4281.0	255-158-218-229	255-197-176-213	255-219-219-141
4284.0	255-219-219-141	255-219-219-141	255-219-219-141
4285.0	255-23-190-207	255-219-219-141	255-219-219-141
4287.0	255-23-190-207	255-219-219-141	255-219-219-141
4288.0	0-0-0-0	255-219-219-141	255-219-219-141
4289.0	255-31-119-180	255-158-218-229	255-219-219-141
4290.0	0-0-0-0	255-158-218-229	255-219-219-141
4292.0	0-0-0-0	255-31-119-180	0-0-0-0
4295.0	0-0-0-0	255-44-160-44	255-152-223-138
4298.0	255-158-218-229	255-44-160-44	255-152-223-138
4300.0	255-158-218-229	255-44-160-44	255-152-223-138
4301.0	255-158-218-229	255-44-160-44	255-158-218-229
4303.0	255-158-218-229	255-44-160-44	255-158-218-229
4304.0	255-158-218-229	255-158-218-229	255-158-218-229
4305.0	255-158-218-229	255-197-176-213	255-158-218-229
4309.0	255-158-218-229	255-219-219-141	255-219-219-141
4310.0	255-158-218-229	255-197-176-213	0-0-0-0
4311.0	255-158-218-229	255-219-219-141	255-219-219-141
4313.0	255-23-190-207	255-31-119-180	255-219-219-141
4314.0	255-23-190-207	255-31-119-180	255-219-219-141
4316.0	255-158-218-229	255-44-160-44	255-158-218-229
4317.0	255-158-218-229	255-158-218-229	255-158-218-229
4318.0	255-158-218-229	255-158-218-229	255-158-218-229
4319.0	255-158-218-229	255-219-219-141	255-219-219-141
4320.0	255-158-218-229	255-219-219-141	255-219-219-141
4321.0	255-158-218-229	255-219-219-141	255-219-219-141
4322.0	255-158-218-229	255-197-176-213	255-219-219-141
4323.0	255-158-218-229	255-219-219-141	255-219-219-141
4324.0	255-31-119-180	255-219-219-141	255-219-219-141
4326.0	255-158-218-229	255-31-119-180	255-219-219-141
4327.0	255-23-190-207	255-31-119-180	255-219-219-141
4329.0	0-0-0-0	255-158-218-229	255-158-218-229
4330.0	255-158-218-229	255-158-218-229	255-158-218-229
4332.0	255-31-119-180	255-158-218-229	255-158-218-229
4333.0	255-158-218-229	255-158-218-229	255-158-218-229
4335.0	255-23-190-207	255-158-218-229	255-158-218-229
4336.0	255-23-190-207	255-158-218-229	255-158-218-229
4337.0	255-23-190-207	255-158-218-229	255-158-218-229
4338.0	255-158-218-229	255-219-219-141	255-219-219-141
4340.0	0-0-0-0	255-158-218-229	255-158-218-229
4341.0	255-23-190-207	255-158-218-229	255-158-218-229
4342.0	0-0-0-0	0-0-0-0	255-158-218-229
4346.0	0-0-0-0	255-31-119-180	0-0-0-0
4347.0	255-23-190-207	255-31-119-180	255-219-219-141
4349.0	0-0-0-0	0-0-0-0	0-0-0-0
4355.0	0-0-0-0	255-44-160-44	0-0-0-0
4357.0	0-0-0-0	255-44-160-44	255-152-223-138
4361.0	255-158-218-229	255-44-160-44	255-158-218-229
4362.0	255-158-218-229	255-158-218-229	255-158-218-229
4363.0	0-0-0-0	255-158-218-229	0-0-0-0
4374.0	255-158-218-229	255-44-160-44	255-158-218-229
4375.0	255-158-218-229	255-44-160-44	255-158-218-229
4376.0	255-158-218-229	255-44-160-44	255-158-218-229
4377.0	255-158-218-229	255-158-218-229	255-158-218-229
4378.0	0-0-0-0	255-158-218-229	255-158-218-229
4379.0	255-31-119-180	255-158-218-229	255-158-218-229
4380.0	0-0-0-0	255-158-218-229	0-0-0-0
4381.0	255-158-218-229	255-158-218-229	255-158-218-229
4391.0	255-152-223-138	255-152-223-138	0-0-0-0
4396.0	255-197-176-213	255-44-160-44	255-127-127-127
4397.0	0-0-0-0	255-44-160-44	255-158-218-229
4398.0	255-158-218-229	255-197-176-213	255-158-218-229
4403.0	255-152-223-138	255-152-223-138	0-0-0-0
4411.0	255-197-176-213	255-44-160-44	255-127-127-127
4414.0	255-23-190-207	255-158-218-229	255-158-218-229
4415.0	255-23-190-207	255-158-218-229	255-158-218-229
4416.0	255-23-190-207	255-158-218-229	255-158-218-229
4418.0	0-0-0-0	0-0-0-0	0-0-0-0
4423.0	255-152-223-138	255-152-223-138	0-0-0-0
4428.0	255-152-223-138	0-0-0-0	0-0-0-0
4430.0	255-219-219-141	255-219-219-141	255-219-219-141
4431.0	255-23-190-207	255-219-219-141	255-219-219-141
4432.0	255-158-218-229	255-219-219-141	255-158-218-229
4434.0	255-23-190-207	255-158-218-229	255-158-218-229
4435.0	255-23-190-207	255-219-219-141	255-158-218-229
4437.0	0-0-0-0	0-0-0-0	0-0-0-0
4438.0	0-0-0-0	0-0-0-0	0-0-0-0
4447.0	255-158-218-229	255-219-219-141	255-219-219-141
4448.0	255-23-190-207	255-219-219-141	255-219-219-141
4449.0	255-23-190-207	255-219-219-141	255-219-219-141
4450.0	255-23-190-207	255-158-218-229	255-219-219-141
4451.0	0-0-0-0	255-158-218-229	0-0-0-0
4452.0	0-0-0-0	255-31-119-180	255-219-219-141
4455.0	0-0-0-0	0-0-0-0	0-0-0-0
4457.0	255-23-190-207	255-44-160-44	255-152-223-138
4458.0	255-158-218-229	255-44-160-44	255-152-223-138
4463.0	0-0-0-0	0-0-0-0	0-0-0-0
4465.0	255-158-218-229	255-219-219-141	255-219-219-141
4466.0	255-158-218-229	255-219-219-141	255-219-219-141
4467.0	255-23-190-207	255-219-219-141	255-219-219-141
4468.0	255-23-190-207	255-219-219-141	255-219-219-141
4469.0	255-23-190-207	255-158-218-229	255-219-219-141
4470.0	255-23-190-207	255-219-219-141	255-219-219-141
4471.0	0-0-0-0	0-0-0-0	0-0-0-0
4473.0	255-158-218-229	255-44-160-44	255-152-223-138
4474.0	0-0-0-0	255-44-160-44	0-0-0-0
4475.0	255-158-218-229	255-44-160-44	255-158-218-229
4476.0	255-158-218-229	255-44-160-44	255-158-218-229
4477.0	255-158-218-229	255-44-160-44	255-158-218-229
4478.0	255-23-190-207	255-31-119-180	255-219-219-141
4479.0	255-23-190-207	255-31-119-180	255-219-219-141
4480.0	0-0-0-0	0-0-0-0	0-0-0-0
4481.0	255-158-218-229	255-158-218-229	255-158-218-229
4482.0	255-31-119-180	255-44-160-44	255-158-218-229
4483.0	255-158-218-229	255-158-218-229	255-158-218-229
4484.0	255-158-218-229	255-44-160-44	255-158-218-229
4485.0	255-158-218-229	255-197-176-213	255-158-218-229
4487.0	255-158-218-229	255-158-218-229	255-158-218-229
4488.0	255-158-218-229	255-158-218-229	255-158-218-229
4489.0	255-158-218-229	255-158-218-229	255-158-218-229
4490.0	255-158-218-229	255-219-219-141	255-158-218-229
4491.0	255-158-218-229	255-219-219-141	255-158-218-229
4492.0	255-158-218-229	255-219-219-141	255-158-218-229
4493.0	255-158-218-229	255-219-219-141	255-219-219-141
4494.0	255-158-218-229	255-219-219-141	255-219-219-141
4495.0	255-158-218-229	255-219-219-141	255-219-219-141
4496.0	255-31-119-180	255-31-119-180	255-219-219-141
4497.0	0-0-0-0	255-31-119-180	255-219-219-141
4501.0	0-0-0-0	255-158-218-229	255-158-218-229
4502.0	255-23-190-207	255-158-218-229	255-158-218-229
4504.0	255-158-218-229	255-219-219-141	255-219-219-141
4505.0	255-23-190-207	255-158-218-229	255-219-219-141
4506.0	255-158-218-229	255-158-218-229	255-219-219-141
4507.0	255-158-218-229	255-158-218-229	255-219-219-141
4508.0	255-31-119-180	255-31-119-180	255-219-219-141
4509.0	0-0-0-0	255-158-218-229	0-0-0-0
4512.0	0-0-0-0	255-158-218-229	255-158-218-229
4517.0	0-0-0-0	0-0-0-0	0-0-0-0
4518.0	0-0-0-0	0-0-0-0	0-0-0-0
4523.0	0-0-0-0	255-196-156-148	0-0-0-0
4524.0	255-148-103-189	255-44-160-44	255-152-223-138
4525.0	0-0-0-0	255-44-160-44	255-152-223-138
4530.0	0-0-0-0	0-0-0-0	0-0-0-0
4532.0	0-0-0-0	0-0-0-0	0-0-0-0
4536.0	255-152-223-138	255-152-223-138	0-0-0-0
4537.0	255-152-223-138	255-152-223-138	0-0-0-0
4538.0	0-0-0-0	255-44-160-44	255-158-218-229
4539.0	255-158-218-229	255-158-218-229	255-158-218-229
4540.0	255-23-190-207	255-158-218-229	255-158-218-229
4541.0	255-23-190-207	255-158-218-229	255-158-218-229
4544.0	0-0-0-0	0-0-0-0	0-0-0-0
4546.0	0-0-0-0	0-0-0-0	0-0-0-0
4553.0	255-152-223-138	255-152-223-138	0-0-0-0
4555.0	255-158-218-229	255-44-160-44	255-158-218-229
4557.0	255-158-218-229	255-44-160-44	255-158-218-229
4560.0	255-158-218-229	255-158-218-229	255-158-218-229
4561.0	255-158-218-229	255-158-218-229	255-158-218-229
4562.0	255-23-190-207	255-158-218-229	255-158-218-229
4563.0	255-23-190-207	255-158-218-229	255-158-218-229
4564.0	255-23-190-207	255-158-218-229	255-158-218-229
4570.0	255-158-218-229	255-219-219-141	255-158-218-229
4571.0	255-158-218-229	255-219-219-141	255-158-218-229
4574.0	255-23-190-207	255-158-218-229	255-158-218-229
4575.0	255-23-190-207	255-158-218-229	255-158-218-229
4576.0	255-23-190-207	255-158-218-229	255-158-218-229
4577.0	255-23-190-207	255-158-218-229	255-158-218-229
4580.0	0-0-0-0	0-0-0-0	0-0-0-0
4584.0	255-152-223-138	255-152-223-138	0-0-0-0
4592.0	255-23-190-207	255-219-219-141	255-219-219-141
4594.0	255-23-190-207	255-158-218-229	255-158-218-229
4595.0	255-23-190-207	255-219-219-141	255-158-218-229
4596.0	255-23-190-207	255-158-218-229	255-158-218-229
4597.0	255-23-190-207	255-158-218-229	255-158-218-229
4601.0	0-0-0-0	0-0-0-0	0-0-0-0
4603.0	0-0-0-0	0-0-0-0	0-0-0-0
4611.0	0-0-0-0	0-0-0-0	0-0-0-0
4616.0	0-0-0-0	0-0-0-0	0-0-0-0
4617.0	255-23-190-207	255-219-219-141	255-219-219-141
4618.0	255-23-190-207	255-219-219-141	255-219-219-141
4619.0	255-23-190-207	255-219-219-141	255-219-219-141
4620.0	255-23-190-207	255-158-218-229	255-219-219-141
4621.0	0-0-0-0	0-0-0-0	0-0-0-0
4622.0	0-0-0-0	0-0-0-0	0-0-0-0
4625.0	0-0-0-0	255-44-160-44	0-0-0-0
4626.0	255-23-190-207	255-219-219-141	255-219-219-141
4627.0	255-23-190-207	255-219-219-141	255-219-219-141
4628.0	255-23-190-207	255-219-219-141	255-219-219-141
4629.0	0-0-0-0	0-0-0-0	0-0-0-0
